Date,Average_Wind_Speed,Average_Temperature,Maximum_Temperature,Minimum_Temperature,Fog_Ice_Freezing_Fog,Heavy_Fog_or_Heavy_Freezing_Fog,Thunder,Hail,Smoke_or_Haze,Mist,Rain,Freezing_Rain,Snow_Snow_Pellets_or_Ice Crystals
2011-01-29,6.93,,33.0,26.0,1.0,,,,1.0,1.0,,,1.0
2011-01-30,10.51,,30.0,26.0,1.0,,,,,1.0,,,1.0
2011-01-31,15.43,,26.0,20.0,1.0,,,,,1.0,,,1.0
2011-02-01,23.71,,23.0,20.0,1.0,,1.0,,1.0,1.0,,,1.0
2011-02-02,18.12,,23.0,5.0,,1.0,,,,,,,1.0
2011-02-03,10.96,,16.0,-6.0,,,,,,,,,
2011-02-04,11.86,,25.0,5.0,,,,,,,,,
2011-02-05,5.37,,28.0,4.0,,,,,,,,,
2011-02-06,4.92,,32.0,24.0,1.0,1.0,,,,1.0,,,1.0
2011-02-07,6.26,,32.0,19.0,1.0,,,,,1.0,,,1.0
2011-02-08,11.18,,20.0,2.0,1.0,,,,,1.0,,,1.0
2011-02-09,10.07,,12.0,-2.0,,,,,,,,,
2011-02-10,8.95,,16.0,-9.0,,,,,,,,,
2011-02-11,8.95,,30.0,5.0,,,,,1.0,,,,1.0
2011-02-12,11.18,,37.0,24.0,,,,,,,,,1.0
2011-02-13,15.88,,45.0,32.0,,,,,,,,,
2011-02-14,12.97,,42.0,26.0,,,,,,,,,
2011-02-15,12.53,,38.0,23.0,,,,,,,1.0,,
2011-02-16,8.5,,49.0,37.0,1.0,,,,1.0,1.0,,,
2011-02-17,17.45,,56.0,47.0,,,,,,,,,
2011-02-18,15.43,,50.0,33.0,,,,,,,,,
2011-02-19,8.05,,35.0,25.0,,,,,,,,,
2011-02-20,11.18,,36.0,28.0,1.0,,1.0,,,,1.0,,
2011-02-21,15.21,,33.0,25.0,1.0,,,1.0,,,1.0,,1.0
2011-02-22,7.61,,27.0,23.0,1.0,,,,,1.0,,,1.0
2011-02-23,9.17,,33.0,24.0,1.0,,,,,1.0,1.0,,1.0
2011-02-24,11.41,,36.0,32.0,1.0,,,,1.0,1.0,,,
2011-02-25,9.84,,36.0,29.0,1.0,,,,,1.0,,,1.0
2011-02-26,4.7,,33.0,24.0,1.0,,,,,1.0,,,1.0
2011-02-27,8.05,,36.0,25.0,1.0,,1.0,,1.0,,,,
2011-02-28,9.17,,37.0,25.0,1.0,,,,,,1.0,1.0,1.0
2011-03-01,10.29,,43.0,22.0,1.0,,,,,,,,
2011-03-02,10.51,,37.0,24.0,,,,,,,,,
2011-03-03,12.53,,45.0,25.0,,,,,,,1.0,,
2011-03-04,7.83,,54.0,35.0,1.0,,,,,1.0,1.0,,
2011-03-05,17.0,,36.0,27.0,1.0,,,,,1.0,1.0,,1.0
2011-03-06,8.95,,34.0,26.0,,,,,,,,,
2011-03-07,3.8,,34.0,24.0,1.0,,,,,,,,
2011-03-08,8.95,,45.0,32.0,1.0,,,,1.0,1.0,1.0,,
2011-03-09,8.95,,44.0,33.0,1.0,,,,,1.0,1.0,,
2011-03-10,12.97,,37.0,32.0,,,,,,,,,1.0
2011-03-11,8.95,,47.0,27.0,,,,,,,,,
2011-03-12,17.0,,44.0,28.0,,,,,,,,,
2011-03-13,5.82,,41.0,24.0,,,,,,,,,
2011-03-14,7.83,,42.0,26.0,1.0,,,,,,,,
2011-03-15,6.93,,39.0,31.0,,,,,,,,,
2011-03-16,8.5,,60.0,32.0,1.0,,,,,1.0,,,
2011-03-17,16.33,,67.0,48.0,,,,,,,,,
2011-03-18,7.61,,53.0,34.0,,,,,,,,,
2011-03-19,6.26,,50.0,28.0,1.0,,,,,,,,
2011-03-20,11.41,,57.0,40.0,1.0,,1.0,,,1.0,1.0,,
2011-03-21,8.5,,60.0,41.0,1.0,,1.0,,,1.0,1.0,,
2011-03-22,14.99,,42.0,37.0,1.0,,1.0,,,1.0,1.0,,
2011-03-23,11.86,,41.0,28.0,1.0,,1.0,,,,,,1.0
2011-03-24,10.51,,34.0,24.0,1.0,,,,,1.0,,,1.0
2011-03-25,8.5,,34.0,24.0,,,,,,,,,1.0
2011-03-26,14.54,,32.0,25.0,,,,,,,,,
2011-03-27,10.51,,35.0,23.0,,,,,,,,,
2011-03-28,7.83,,36.0,21.0,,,,,,,,,
2011-03-29,7.16,,42.0,24.0,,,,,,,,,
2011-03-30,7.83,,45.0,26.0,,,,,,,,,
2011-03-31,4.25,,48.0,23.0,,,,,,,,,
2011-04-01,6.71,,45.0,28.0,1.0,,,,1.0,1.0,1.0,,
2011-04-02,10.07,,54.0,36.0,,,,,,,,,
2011-04-03,14.76,,72.0,35.0,,,1.0,,,,1.0,,
2011-04-04,16.55,,68.0,40.0,1.0,,1.0,,,1.0,1.0,,
2011-04-05,12.3,,53.0,33.0,,,,,,,,,
2011-04-06,7.16,,59.0,42.0,1.0,,,,1.0,1.0,1.0,,
2011-04-07,8.72,,46.0,39.0,1.0,,,,1.0,1.0,1.0,,
2011-04-08,8.95,,45.0,40.0,1.0,,,,,1.0,1.0,,
2011-04-09,7.16,,66.0,44.0,1.0,,,,1.0,1.0,,,
2011-04-10,19.01,,83.0,56.0,1.0,,,,,,1.0,,
2011-04-11,13.65,,67.0,44.0,,,,,,,,,
2011-04-12,9.4,,58.0,40.0,,,,,1.0,,,,
2011-04-13,3.58,,68.0,36.0,,,,,,,,,
2011-04-14,17.45,,53.0,40.0,,,,,,,1.0,,
2011-04-15,18.34,,51.0,37.0,1.0,,1.0,,1.0,,1.0,,
2011-04-16,14.09,,49.0,35.0,1.0,,,,,1.0,1.0,,1.0
2011-04-17,13.87,,53.0,35.0,,,,,,,1.0,,
2011-04-18,13.65,,41.0,32.0,1.0,,,,,1.0,1.0,,1.0
2011-04-19,17.9,,38.0,34.0,1.0,,1.0,1.0,,,1.0,,
2011-04-20,11.63,,43.0,32.0,1.0,,,,,,1.0,,
2011-04-21,8.05,,50.0,32.0,,,,,,,1.0,,
2011-04-22,12.08,,46.0,39.0,1.0,,1.0,,,,,,
2011-04-23,11.41,,64.0,45.0,1.0,,,,,1.0,,,
2011-04-24,7.16,,56.0,45.0,,,,,,,,,
2011-04-25,10.51,,54.0,45.0,1.0,,,,,1.0,1.0,,
2011-04-26,16.33,,68.0,47.0,1.0,,,,,1.0,1.0,,
2011-04-27,7.16,,55.0,43.0,1.0,,,,,1.0,1.0,,
2011-04-28,12.53,,45.0,40.0,1.0,,,,,,1.0,,
2011-04-29,6.93,,62.0,36.0,,,,,,,,,
2011-04-30,18.57,,71.0,48.0,,,,,1.0,,,,
2011-05-01,11.86,,63.0,47.0,,,,,,,,,
2011-05-02,9.84,,59.0,42.0,,,,,,,,,
2011-05-03,7.61,,50.0,37.0,,,,,,,1.0,,
2011-05-04,7.61,,59.0,37.0,,,,,,,,,
2011-05-05,11.41,,63.0,35.0,1.0,,,,,1.0,1.0,,
2011-05-06,7.83,,68.0,44.0,1.0,,,,,,1.0,,
2011-05-07,6.93,,60.0,43.0,1.0,,,,,,1.0,,
2011-05-08,7.16,,68.0,39.0,,,,,,,,,
2011-05-09,14.76,,73.0,47.0,,,,,,,1.0,,
2011-05-10,8.5,,90.0,62.0,,,,,,,,,
2011-05-11,6.71,,87.0,63.0,1.0,,1.0,,1.0,,1.0,,
2011-05-12,8.05,,86.0,58.0,1.0,,1.0,,1.0,1.0,1.0,,
2011-05-13,10.96,,77.0,47.0,1.0,,,,,1.0,1.0,,
2011-05-14,17.0,,53.0,45.0,1.0,,,,,1.0,1.0,,
2011-05-15,21.47,,46.0,41.0,1.0,,,,,1.0,1.0,,
2011-05-16,13.87,,52.0,37.0,,,,,,,,,
2011-05-17,12.75,,60.0,40.0,,,,,,,,,
2011-05-18,7.16,,57.0,49.0,1.0,,,,,1.0,1.0,,
2011-05-19,5.82,,72.0,49.0,1.0,,,,1.0,1.0,,,
2011-05-20,6.04,,73.0,50.0,1.0,,,,1.0,1.0,,,
2011-05-21,8.05,,75.0,50.0,1.0,,,,1.0,1.0,1.0,,
2011-05-22,11.41,,87.0,61.0,1.0,,1.0,1.0,,,1.0,,
2011-05-23,11.41,,79.0,60.0,1.0,,,,1.0,,1.0,,
2011-05-24,12.3,,66.0,47.0,1.0,,1.0,,,,1.0,,
2011-05-25,11.63,,67.0,47.0,1.0,1.0,1.0,,,1.0,1.0,,
2011-05-26,17.9,,49.0,43.0,1.0,,,,,1.0,1.0,,
2011-05-27,8.72,,58.0,40.0,,,,,,,1.0,,
2011-05-28,6.71,,62.0,51.0,1.0,1.0,,,,1.0,1.0,,
2011-05-29,5.82,,70.0,52.0,1.0,1.0,1.0,,,,,,
2011-05-30,12.75,,88.0,56.0,1.0,,,,,,,,
2011-05-31,13.2,,85.0,69.0,,,1.0,,,,1.0,,
2011-06-01,10.51,,81.0,59.0,,,,,,,,,
2011-06-02,9.4,,69.0,56.0,,,,,,,1.0,,
2011-06-03,11.41,,87.0,55.0,,,,,,,1.0,,
2011-06-04,8.5,,92.0,64.0,,,1.0,,1.0,,1.0,,
2011-06-05,5.37,,85.0,60.0,,,,,,,1.0,,
2011-06-06,9.62,,93.0,60.0,,,,,,,,,
2011-06-07,10.51,,96.0,75.0,,,,,,,,,
2011-06-08,13.42,,95.0,66.0,1.0,,1.0,,,,1.0,,
2011-06-09,12.53,,69.0,50.0,1.0,,1.0,1.0,,,1.0,,
2011-06-10,8.05,,69.0,51.0,1.0,,1.0,,1.0,,1.0,,
2011-06-11,5.82,,62.0,52.0,1.0,1.0,,,1.0,,1.0,,
2011-06-12,8.95,,64.0,50.0,1.0,,,,,1.0,,,
2011-06-13,7.83,,72.0,54.0,,,,,,,,,
2011-06-14,8.5,,77.0,53.0,,,,,,,,,
2011-06-15,11.18,,71.0,57.0,1.0,,1.0,,,1.0,1.0,,
2011-06-16,7.61,,81.0,61.0,1.0,,,,,1.0,1.0,,
2011-06-17,6.71,,82.0,60.0,,,,,,,,,
2011-06-18,6.49,,84.0,61.0,,,,,,,,,
2011-06-19,5.14,,81.0,63.0,1.0,,,,1.0,,,,
2011-06-20,8.05,,79.0,65.0,1.0,,1.0,,,1.0,1.0,,
2011-06-21,12.08,,89.0,66.0,1.0,,1.0,,,,1.0,,
2011-06-22,13.42,,73.0,64.0,1.0,,,,,,1.0,,
2011-06-23,12.75,,71.0,62.0,1.0,,,,,1.0,1.0,,
2011-06-24,9.62,,68.0,60.0,,,,,,,,,
2011-06-25,4.7,,79.0,58.0,,,,,,,,,
2011-06-26,6.93,,81.0,57.0,,,,,,,,,
2011-06-27,10.74,,81.0,65.0,1.0,,,,1.0,,1.0,,
2011-06-28,9.62,,81.0,63.0,,,,,,,,,
2011-06-29,5.37,,81.0,59.0,,,,,,,,,
2011-06-30,9.4,,88.0,60.0,,,1.0,,,,1.0,,
2011-07-01,14.99,,89.0,72.0,,,,,,,,,
2011-07-02,8.28,,94.0,71.0,1.0,,,,,1.0,,,
2011-07-03,5.82,,84.0,69.0,,,,,,,,,
2011-07-04,4.25,,89.0,65.0,,,,,,,,,
2011-07-05,6.26,,91.0,68.0,,,,,,,,,
2011-07-06,7.61,,86.0,70.0,,,,,,,1.0,,
2011-07-07,6.26,,82.0,63.0,,,,,,,1.0,,
2011-07-08,6.04,,86.0,61.0,,,,,,,,,
2011-07-09,5.82,,91.0,61.0,,,,,,,,,
2011-07-10,9.62,,91.0,74.0,,,,,1.0,,1.0,,
2011-07-11,8.5,,88.0,71.0,1.0,,1.0,,1.0,,,,
2011-07-12,7.61,,87.0,70.0,,,,,,,1.0,,
2011-07-13,10.96,,74.0,63.0,,,,,,,,,
2011-07-14,8.05,,82.0,59.0,,,,,,,,,
2011-07-15,6.71,,87.0,70.0,,,,,,,1.0,,
2011-07-16,4.25,,89.0,71.0,,,,,,,1.0,,
2011-07-17,6.49,,95.0,69.0,,,,,,,,,
2011-07-18,10.74,,92.0,80.0,,,,,1.0,,1.0,,
2011-07-19,6.26,,93.0,78.0,,,,,,,,,
2011-07-20,10.74,,99.0,73.0,1.0,,1.0,,1.0,1.0,1.0,,
2011-07-21,8.72,,99.0,75.0,,,1.0,,,,1.0,,
2011-07-22,8.95,,88.0,70.0,1.0,,1.0,,1.0,,1.0,,
2011-07-23,5.37,,87.0,70.0,1.0,,1.0,,,,1.0,,
2011-07-24,6.49,,87.0,72.0,1.0,,1.0,,,1.0,1.0,,
2011-07-25,6.49,,88.0,73.0,,,,,,,,,
2011-07-26,8.5,,83.0,71.0,,,,,,,,,
2011-07-27,9.62,,90.0,68.0,1.0,,1.0,,1.0,,1.0,,
2011-07-28,6.71,,87.0,73.0,1.0,,1.0,,,1.0,1.0,,
2011-07-29,5.82,,86.0,71.0,1.0,,1.0,,,1.0,1.0,,
2011-07-30,3.36,,91.0,67.0,,,,,,,,,
2011-07-31,4.92,,90.0,68.0,1.0,,,,,,,,
2011-08-01,4.92,,91.0,74.0,,,,,,,,,
2011-08-02,9.17,,93.0,74.0,1.0,,1.0,,1.0,,1.0,,
2011-08-03,8.05,,86.0,72.0,,,,,,,,,
2011-08-04,6.04,,84.0,69.0,,,,,,,,,
2011-08-05,5.59,,83.0,69.0,,,,,,,1.0,,
2011-08-06,4.03,,85.0,72.0,1.0,,,,,1.0,1.0,,
2011-08-07,6.49,,86.0,68.0,1.0,,1.0,,1.0,1.0,1.0,,
2011-08-08,6.26,,80.0,68.0,1.0,,1.0,,,1.0,1.0,,
2011-08-09,11.18,,80.0,64.0,1.0,,,,,1.0,,,
2011-08-10,8.72,,77.0,61.0,,,,,,,,,
2011-08-11,2.91,,81.0,57.0,,,,,,,,,
2011-08-12,8.5,,81.0,60.0,,,,,,,,,
2011-08-13,6.71,,83.0,62.0,1.0,,1.0,,,,,,
2011-08-14,11.63,,75.0,62.0,,,,,,,1.0,,
2011-08-15,4.92,,82.0,57.0,,,,,,,,,
2011-08-16,3.8,,85.0,61.0,,,,,,,,,
2011-08-17,6.04,,83.0,62.0,,,,,,,,,
2011-08-18,5.14,,84.0,67.0,,,,,,,,,
2011-08-19,5.14,,87.0,64.0,,,,,,,,,
2011-08-20,3.36,,80.0,66.0,1.0,,1.0,,1.0,,1.0,,
2011-08-21,8.5,,80.0,64.0,1.0,,,,1.0,,1.0,,
2011-08-22,4.03,,82.0,59.0,,,,,,,,,
2011-08-23,9.84,,73.0,62.0,1.0,,1.0,,,1.0,1.0,,
2011-08-24,10.74,,92.0,69.0,1.0,,,,,1.0,,,
2011-08-25,7.38,,83.0,64.0,,,,,,,,,
2011-08-26,3.36,,83.0,59.0,,,,,,,,,
2011-08-27,9.17,,81.0,64.0,,,,,,,,,
2011-08-28,7.83,,77.0,61.0,,,,,,,,,
2011-08-29,3.58,,79.0,59.0,,,,,,,,,
2011-08-30,6.26,,76.0,61.0,,,,,,,1.0,,
2011-08-31,8.28,,87.0,65.0,,,,,,,1.0,,
2011-09-01,5.82,,93.0,71.0,1.0,,,,1.0,,,,
2011-09-02,7.38,,92.0,76.0,,,,,1.0,,,,
2011-09-03,6.26,,89.0,69.0,1.0,,1.0,,1.0,1.0,1.0,,
2011-09-04,11.41,,73.0,58.0,,,,,,,,,
2011-09-05,14.76,,65.0,52.0,,,,,1.0,,,,
2011-09-06,10.07,,66.0,51.0,,,,,,,,,
2011-09-07,10.74,,70.0,52.0,,,,,,,,,
2011-09-08,13.42,,75.0,57.0,,,,,1.0,,1.0,,
2011-09-09,8.28,,72.0,60.0,1.0,,,,,1.0,1.0,,
2011-09-10,3.13,,78.0,56.0,1.0,,,,,1.0,,,
2011-09-11,5.59,,83.0,57.0,1.0,,,,,1.0,,,
2011-09-12,10.96,,86.0,64.0,,,,,1.0,,,,
2011-09-13,8.72,,73.0,56.0,1.0,,,,1.0,1.0,,,
2011-09-14,7.38,,58.0,47.0,1.0,,,,1.0,1.0,1.0,,
2011-09-15,8.5,,59.0,42.0,,,,,,,,,
2011-09-16,3.36,,58.0,46.0,,,,,,,,,
2011-09-17,8.95,,68.0,50.0,,,,,,,,,
2011-09-18,9.62,,65.0,55.0,1.0,,,,,1.0,1.0,,
2011-09-19,5.82,,69.0,54.0,1.0,,,,,1.0,1.0,,
2011-09-20,7.38,,74.0,49.0,1.0,,,,,1.0,,,
2011-09-21,10.96,,71.0,56.0,,,,,,,1.0,,
2011-09-22,6.93,,64.0,51.0,,,,,,,,,
2011-09-23,6.93,,62.0,48.0,,,,,,,,,
2011-09-24,4.7,,62.0,51.0,1.0,,,,,1.0,1.0,,
2011-09-25,5.59,,64.0,51.0,1.0,,,,,1.0,1.0,,
2011-09-26,15.43,,60.0,53.0,1.0,,,,,1.0,1.0,,
2011-09-27,8.28,,63.0,54.0,1.0,,,,,1.0,1.0,,
2011-09-28,6.93,,63.0,53.0,1.0,,,,,1.0,1.0,,
2011-09-29,13.42,,66.0,49.0,1.0,,,,,1.0,1.0,,
2011-09-30,14.99,,57.0,45.0,,,,,,,1.0,,
2011-10-01,10.29,,56.0,42.0,,,,,,,1.0,,
2011-10-02,5.37,,66.0,41.0,,,,,,,,,
2011-10-03,4.92,,69.0,44.0,,,,,,,,,
2011-10-04,2.24,,76.0,43.0,,,,,,,,,
2011-10-05,3.13,,80.0,49.0,,,,,,,,,
2011-10-06,4.7,,81.0,50.0,,,,,,,,,
2011-10-07,7.61,,84.0,54.0,,,,,,,,,
2011-10-08,7.61,,82.0,54.0,,,,,,,,,
2011-10-09,3.8,,80.0,52.0,,,,,,,,,
2011-10-10,6.04,,76.0,54.0,,,,,,,,,
2011-10-11,4.92,,79.0,57.0,,,,,,,,,
2011-10-12,8.05,,78.0,55.0,,,,,,,,,
2011-10-13,6.93,,66.0,52.0,,,,,,1.0,1.0,,
2011-10-14,15.66,,62.0,48.0,,,,,,,,,
2011-10-15,15.21,,62.0,47.0,,,,,,,,,
2011-10-16,8.5,,62.0,48.0,,,,,,,1.0,,
2011-10-17,10.51,,59.0,41.0,,,,,,,,,
2011-10-18,8.5,,54.0,41.0,,,,,,1.0,1.0,,
2011-10-19,18.12,,49.0,44.0,,,,,,1.0,1.0,,
2011-10-20,16.11,,47.0,43.0,,,,,,,1.0,,
2011-10-21,5.37,,55.0,38.0,,,,,,,,,
2011-10-22,3.8,,66.0,34.0,,,,,,,,,
2011-10-23,6.93,,68.0,38.0,,,1.0,,,1.0,1.0,,
2011-10-24,7.38,,63.0,45.0,,,,,,,,,
2011-10-25,11.86,,74.0,45.0,,,1.0,,,,1.0,,
2011-10-26,12.53,,53.0,47.0,,,,,,,,,
2011-10-27,5.82,,53.0,39.0,,,,,,,1.0,,
2011-10-28,5.59,,55.0,35.0,,,,,,,1.0,,
2011-10-29,5.14,,55.0,34.0,,,,,,,,,
2011-10-30,11.18,,57.0,33.0,,,,,,1.0,1.0,,
2011-10-31,4.92,,53.0,36.0,,,,,,1.0,,,
2011-11-01,10.29,,65.0,35.0,1.0,,,,,,,,
2011-11-02,12.08,,65.0,48.0,,,,,,,1.0,,
2011-11-03,18.12,,48.0,46.0,,,,,,,1.0,,
2011-11-04,6.49,,53.0,36.0,,,,,,,,,
2011-11-05,9.84,,58.0,34.0,,,,,,,,,
2011-11-06,16.11,,59.0,41.0,,,,,,,,,
2011-11-07,3.58,,58.0,51.0,,,,,1.0,1.0,1.0,,
2011-11-08,10.07,,51.0,47.0,1.0,,,,,1.0,1.0,,
2011-11-09,14.09,,62.0,37.0,1.0,,,,,1.0,1.0,,1.0
2011-11-10,10.51,,41.0,32.0,1.0,,,,,1.0,1.0,,1.0
2011-11-11,8.5,,45.0,30.0,,,,,,,,,
2011-11-12,13.42,,60.0,36.0,,,,,,,,,
2011-11-13,19.69,,70.0,47.0,,,,,,,,,
2011-11-14,4.03,,53.0,36.0,,,,,,,1.0,,
2011-11-15,7.83,,64.0,34.0,1.0,,,,,,,,
2011-11-16,11.41,,46.0,31.0,,,,,,,,,
2011-11-17,10.51,,36.0,24.0,,,,,,,,,
2011-11-18,18.57,,51.0,25.0,,,,,,,,,
2011-11-19,17.0,,58.0,44.0,,,,,,,1.0,,
2011-11-20,11.63,,55.0,39.0,,,,,,,,,
2011-11-21,9.17,,47.0,41.0,,,,,,,,,
2011-11-22,11.41,,43.0,40.0,,,,,,1.0,1.0,,
2011-11-23,6.04,,50.0,34.0,,,,,1.0,1.0,,,
2011-11-24,13.87,,47.0,40.0,,,,,1.0,1.0,,,
2011-11-25,16.78,,57.0,42.0,,,,,,,,,
2011-11-26,11.18,,56.0,45.0,,,,,,1.0,1.0,,
2011-11-27,12.08,,46.0,36.0,1.0,,,,,,1.0,,
2011-11-28,10.74,,41.0,34.0,,,,,,,1.0,,1.0
2011-11-29,21.03,,44.0,31.0,,,,,,,,,
2011-11-30,7.38,,44.0,25.0,,,,,,,,,
2011-12-01,6.93,,48.0,25.0,1.0,,,,,1.0,1.0,,1.0
2011-12-02,6.93,,43.0,31.0,1.0,,,,,1.0,,,1.0
2011-12-03,13.2,,50.0,37.0,1.0,,,,,1.0,1.0,,
2011-12-04,12.75,,52.0,36.0,,,,,,1.0,1.0,,
2011-12-05,8.95,,40.0,35.0,1.0,,,,,,1.0,,1.0
2011-12-06,8.05,,37.0,27.0,,,,,1.0,1.0,1.0,,1.0
2011-12-07,9.17,,34.0,25.0,,,,,,,,,
2011-12-08,6.26,,36.0,24.0,,,,,,,,,
2011-12-09,8.95,,32.0,18.0,1.0,,,,,1.0,,,1.0
2011-12-10,9.4,,27.0,12.0,,,,,,,,,
2011-12-11,11.41,,45.0,27.0,,,,,,,,,
2011-12-12,6.04,,47.0,23.0,,,,,,,,,
2011-12-13,4.03,,45.0,38.0,,,,,,1.0,1.0,,
2011-12-14,13.2,,55.0,41.0,1.0,,,,,1.0,1.0,,
2011-12-15,17.9,,57.0,33.0,1.0,,,,,1.0,1.0,,
2011-12-16,6.26,,34.0,26.0,,,,,,,,,
2011-12-17,4.7,,32.0,28.0,1.0,,,,,1.0,,,1.0
2011-12-18,9.4,,44.0,25.0,,1.0,,,,1.0,,,
2011-12-19,11.41,,50.0,38.0,,,,,,,1.0,,
2011-12-20,7.61,,39.0,36.0,1.0,,,,,1.0,1.0,,
2011-12-21,6.04,,43.0,37.0,1.0,,,,,1.0,1.0,,
2011-12-22,8.05,,40.0,31.0,,,,,1.0,,1.0,,1.0
2011-12-23,8.72,,34.0,23.0,,,,,,,,,
2011-12-24,9.4,,39.0,21.0,,,,,,,,,
2011-12-25,11.63,,45.0,29.0,,,,,,,,,
2011-12-26,11.41,,45.0,23.0,1.0,,,,,1.0,1.0,,
2011-12-27,12.75,,41.0,26.0,1.0,,,,,1.0,1.0,,
2011-12-28,6.26,,31.0,20.0,,,,,,,,,
2011-12-29,9.4,,48.0,31.0,,,,,,,1.0,,
2011-12-30,8.95,,44.0,32.0,1.0,,,,,1.0,1.0,,
2011-12-31,10.51,,40.0,29.0,,,,,,1.0,,,
2012-01-01,19.46,,44.0,29.0,1.0,,,,,,1.0,,1.0
2012-01-02,17.9,,29.0,18.0,,,,,,,,,1.0
2012-01-03,10.29,,27.0,13.0,,,,,,,,,
2012-01-04,8.05,,41.0,25.0,,,,,,,,,
2012-01-05,8.28,,49.0,23.0,,,,,,,,,
2012-01-06,8.05,,55.0,38.0,,,,,,,,,
2012-01-07,6.71,,44.0,28.0,,,,,,,,,
2012-01-08,2.68,,42.0,25.0,,,,,,,,,
2012-01-09,10.96,,46.0,25.0,,,,,,1.0,,,
2012-01-10,5.37,,52.0,25.0,,,,,,,,,
2012-01-11,2.68,,54.0,27.0,1.0,,,,,,,,
2012-01-12,11.63,,37.0,19.0,,1.0,,,,1.0,,,1.0
2012-01-13,12.3,,22.0,17.0,,,,,,,,,1.0
2012-01-14,5.14,,19.0,8.0,1.0,,,,,1.0,,,1.0
2012-01-15,10.74,,31.0,5.0,,,,,,,,,1.0
2012-01-16,9.62,,45.0,30.0,1.0,,,,,1.0,1.0,,
2012-01-17,14.99,,39.0,17.0,1.0,,,,,1.0,1.0,,1.0
2012-01-18,10.74,,26.0,10.0,,,,,,,,,
2012-01-19,12.75,,28.0,5.0,,,,,,,,,1.0
2012-01-20,4.92,,24.0,5.0,,1.0,,,,1.0,,,1.0
2012-01-21,7.61,,25.0,16.0,,,,,1.0,,,,1.0
2012-01-22,12.75,,40.0,16.0,1.0,1.0,1.0,,,,,,
2012-01-23,16.78,,46.0,30.0,,,1.0,,,,,,1.0
2012-01-24,8.95,,37.0,25.0,,,,,,,,,
2012-01-25,4.03,,36.0,22.0,,,,,1.0,1.0,,,
2012-01-26,4.25,,38.0,32.0,,,,,1.0,1.0,,,
2012-01-27,8.72,,43.0,34.0,,,,,1.0,1.0,,,1.0
2012-01-28,14.54,,34.0,26.0,1.0,,,,,1.0,,,1.0
2012-01-29,10.74,,31.0,21.0,,,,,1.0,1.0,,,1.0
2012-01-30,12.53,,53.0,22.0,,,,,,,,,
2012-01-31,14.76,,57.0,43.0,,,,,,,,,
2012-02-01,5.14,,48.0,32.0,,,,,1.0,1.0,,,
2012-02-02,3.8,,43.0,31.0,,,,,1.0,1.0,,,
2012-02-03,7.38,,39.0,33.0,,,,,1.0,1.0,,,
2012-02-04,9.62,,42.0,29.0,,,,,1.0,,,,
2012-02-05,5.37,,45.0,29.0,,,,,,,,,
2012-02-06,10.74,,33.0,30.0,,,,,1.0,1.0,,,
2012-02-07,12.08,,36.0,29.0,,,,,1.0,1.0,,,1.0
2012-02-08,8.05,,37.0,25.0,,,,,,,,,
2012-02-09,9.84,,36.0,21.0,,,,,,,,,
2012-02-10,14.76,,36.0,14.0,,1.0,,,,,,,1.0
2012-02-11,15.21,,20.0,10.0,,,,,,,,,
2012-02-12,11.86,,35.0,16.0,,,,,,,,,
2012-02-13,8.5,,36.0,15.0,1.0,,,,,1.0,,,1.0
2012-02-14,7.83,,36.0,29.0,,,,,,1.0,,,1.0
2012-02-15,8.72,,43.0,30.0,,,,,1.0,1.0,1.0,,
2012-02-16,9.4,,47.0,34.0,,,,,1.0,1.0,1.0,,
2012-02-17,8.5,,49.0,28.0,,,,,,,,,
2012-02-18,8.05,,39.0,27.0,,,,,,,,,
2012-02-19,5.59,,38.0,24.0,,,,,,,,,
2012-02-20,9.62,,45.0,22.0,,,,,,,,,
2012-02-21,11.86,,41.0,33.0,,,,,,1.0,1.0,,1.0
2012-02-22,6.04,,44.0,29.0,1.0,,,,,1.0,1.0,,1.0
2012-02-23,7.16,,40.0,29.0,,,,,,,1.0,,1.0
2012-02-24,16.11,,35.0,26.0,,,,,,1.0,,,1.0
2012-02-25,10.74,,27.0,16.0,,,,,,,,,
2012-02-26,13.87,,53.0,17.0,,,,,,,,,
2012-02-27,11.41,,40.0,25.0,,,,,,,,,
2012-02-28,8.72,,44.0,23.0,,,,,,1.0,1.0,,
2012-02-29,17.9,,59.0,35.0,1.0,,,,,,1.0,,1.0
2012-03-01,7.16,,40.0,35.0,,,,,,,,,
2012-03-02,14.09,,40.0,34.0,,,,,1.0,1.0,1.0,,1.0
2012-03-03,15.88,,35.0,30.0,,,,,,,,,1.0
2012-03-04,8.5,,32.0,26.0,,,,,,,,,1.0
2012-03-05,8.5,,37.0,21.0,,,,,,,,,
2012-03-06,20.8,,68.0,31.0,,,,,,,,,
2012-03-07,26.62,,68.0,54.0,,,,,,,,,
2012-03-08,15.21,,63.0,37.0,,,,,1.0,1.0,1.0,,
2012-03-09,12.53,,40.0,28.0,,,,,,,,,
2012-03-10,15.43,,60.0,27.0,,,,,,,,,
2012-03-11,11.63,,69.0,41.0,,,,,,,1.0,,
2012-03-12,14.76,,65.0,52.0,1.0,,,,,1.0,1.0,,
2012-03-13,6.49,,70.0,48.0,,,,,,,,,
2012-03-14,11.41,,81.0,46.0,,,,,,,,,
2012-03-15,8.95,,81.0,48.0,1.0,,,,,,,,
