Date,Average_Wind_Speed,Average_Temperature,Maximum_Temperature,Minimum_Temperature,Fog_Ice_Freezing_Fog,Heavy_Fog_or_Heavy_Freezing_Fog,Thunder,Hail,Smoke_or_Haze,Mist,Rain,Freezing_Rain,Snow_Snow_Pellets_or_Ice Crystals
2013-01-20,16.11,,28.0,13.0,,,,,,,,,
2013-01-21,16.55,,15.0,5.0,,,,,,,,,1.0
2013-01-22,10.96,,11.0,-1.0,,,,,,,,,
2013-01-23,12.75,,23.0,10.0,,,,,,,,,1.0
2013-01-24,10.29,,22.0,4.0,,,,,,,,,1.0
2013-01-25,11.63,,29.0,18.0,1.0,,,,,1.0,,,1.0
2013-01-26,6.93,,28.0,13.0,,,,,,,,,
2013-01-27,14.32,,37.0,23.0,,,1.0,,1.0,,,,
2013-01-28,9.62,,48.0,37.0,,,,,,1.0,1.0,,
2013-01-29,13.2,,63.0,39.0,,,1.0,,,1.0,1.0,,
2013-01-30,12.08,,44.0,21.0,,,,,,1.0,1.0,,1.0
2013-01-31,18.34,,21.0,6.0,1.0,,,,,,,,1.0
2013-02-01,12.53,,14.0,0.0,1.0,,,,,1.0,,,1.0
2013-02-02,8.72,,23.0,8.0,1.0,,,,,1.0,,,1.0
2013-02-03,8.72,,21.0,9.0,1.0,,,,,1.0,,,1.0
2013-02-04,8.72,,28.0,13.0,1.0,,,,,1.0,,,1.0
2013-02-05,9.4,,31.0,6.0,,,,,1.0,1.0,,,1.0
2013-02-06,6.71,,36.0,11.0,,,,,,,,,
2013-02-07,8.28,,34.0,31.0,1.0,,,,,,1.0,,1.0
2013-02-08,11.63,,33.0,23.0,1.0,,,,,1.0,,,1.0
2013-02-09,7.38,,32.0,20.0,1.0,,,,,,,,
2013-02-10,16.33,,49.0,30.0,1.0,,,,,1.0,1.0,,
2013-02-11,23.94,,45.0,29.0,,,,,,,,,1.0
2013-02-12,9.4,,29.0,21.0,,,,,,,,,
2013-02-13,5.82,,44.0,19.0,,,,,,1.0,,,
2013-02-14,12.75,,39.0,33.0,,,,,,,1.0,,
2013-02-15,11.41,,33.0,20.0,1.0,,,,,,,,1.0
2013-02-16,10.51,,20.0,12.0,,,,,,,,,1.0
2013-02-17,5.59,,30.0,9.0,,,,,,,,,
2013-02-18,17.22,,52.0,27.0,1.0,,,,,1.0,1.0,,1.0
2013-02-19,20.58,,30.0,12.0,,,,,,,,,1.0
2013-02-20,10.07,,24.0,8.0,,,,,,,,,
2013-02-21,12.3,,32.0,19.0,1.0,,,,,1.0,,,1.0
2013-02-22,10.96,,34.0,24.0,,,,,,1.0,,,1.0
2013-02-23,10.51,,28.0,22.0,,,,,,,,,1.0
2013-02-24,4.25,,39.0,17.0,,,,,,,,,
2013-02-25,5.37,,43.0,20.0,,,,,,,,,
2013-02-26,18.34,,36.0,32.0,1.0,1.0,,,,,,,1.0
2013-02-27,11.41,,34.0,32.0,1.0,,,,,1.0,1.0,,1.0
2013-02-28,13.2,,35.0,27.0,1.0,,,,,1.0,,,1.0
2013-03-01,14.09,,30.0,25.0,1.0,,,,,1.0,,,1.0
2013-03-02,11.41,,31.0,17.0,,,,,,,,,1.0
2013-03-03,4.7,,34.0,15.0,,,,,,,,,
2013-03-04,8.28,,34.0,18.0,,,,,,,,,1.0
2013-03-05,11.86,,33.0,29.0,1.0,1.0,,,,,,,1.0
2013-03-06,12.3,,34.0,28.0,1.0,,,,,1.0,,,1.0
2013-03-07,5.37,,40.0,26.0,,,,,,,,,
2013-03-08,6.71,,40.0,19.0,1.0,,,,,,,,
2013-03-09,10.96,,44.0,30.0,,,,,,,1.0,,
2013-03-10,8.72,,51.0,39.0,1.0,,,,,1.0,1.0,,
2013-03-11,9.62,,48.0,33.0,,1.0,,,,,1.0,,1.0
2013-03-12,14.99,,37.0,26.0,1.0,,,,,1.0,,,1.0
2013-03-13,13.2,,33.0,22.0,,,,,,,,,1.0
2013-03-14,6.49,,37.0,23.0,,,,,,,,,1.0
2013-03-15,5.82,,41.0,30.0,1.0,,,,,1.0,1.0,,
2013-03-16,9.84,,35.0,30.0,1.0,,,,,1.0,,,1.0
2013-03-17,12.75,,35.0,26.0,,,,,,,,,
2013-03-18,13.65,,35.0,21.0,,,,,,,1.0,,1.0
2013-03-19,21.03,,32.0,17.0,,,,,,,,,1.0
2013-03-20,15.21,,25.0,14.0,,,,,,,,,1.0
2013-03-21,7.83,,33.0,14.0,,,,,,,,,
2013-03-22,5.37,,41.0,20.0,,,,,,,,,
2013-03-23,7.38,,41.0,25.0,,,,,,,,,
2013-03-24,18.34,,37.0,32.0,,,,,,,,,1.0
2013-03-25,15.66,,38.0,32.0,,,,,,,,,1.0
2013-03-26,8.72,,43.0,29.0,,,,,,,,,
2013-03-27,7.38,,42.0,31.0,,,,,,,,,
2013-03-28,4.7,,51.0,28.0,,,,,,,,,
2013-03-29,2.91,,55.0,32.0,,,,,,,,,
2013-03-30,9.62,,59.0,28.0,,,,,,,1.0,,
2013-03-31,14.54,,59.0,36.0,,,,,,1.0,,,
2013-04-01,11.63,36.0,41.0,29.0,,,,,,,,,
2013-04-02,8.95,34.0,45.0,25.0,,,,,,,,,
2013-04-03,6.93,35.0,44.0,25.0,,,,,,,,,
2013-04-04,8.05,39.0,58.0,25.0,,,,,,,,,
2013-04-05,11.86,44.0,45.0,36.0,,,,,,,,,
2013-04-06,18.57,47.0,70.0,36.0,,,1.0,,,,,,
2013-04-07,11.41,53.0,59.0,40.0,,,,,,,,,
2013-04-08,13.87,50.0,64.0,41.0,,,,,,,,,
2013-04-09,11.86,44.0,55.0,39.0,,,,,,,,,
2013-04-10,16.11,40.0,41.0,38.0,,,,,,,,,
2013-04-11,9.4,41.0,46.0,38.0,1.0,,,,,,,,
2013-04-12,13.42,41.0,45.0,37.0,,,,,,,,,
2013-04-13,12.53,39.0,45.0,34.0,,,,,,,,,
2013-04-14,14.99,45.0,69.0,38.0,,,,,,,,,
2013-04-15,13.42,61.0,66.0,44.0,1.0,,,,,,,,
2013-04-16,7.61,47.0,58.0,40.0,,,,,,,,,
2013-04-17,10.96,43.0,49.0,42.0,,,,,,,,,
2013-04-18,15.43,52.0,63.0,39.0,,,,,,,,,
2013-04-19,19.46,41.0,40.0,33.0,1.0,,,,,,,,
2013-04-20,9.4,37.0,47.0,31.0,,,,,,,,,
2013-04-21,11.41,40.0,54.0,29.0,,,,,,,,,
2013-04-22,9.62,51.0,67.0,38.0,,,,,,,,,
2013-04-23,9.62,53.0,59.0,38.0,1.0,,,,,,,,
2013-04-24,12.3,41.0,50.0,37.0,,,,,,,,,
2013-04-25,11.86,45.0,51.0,38.0,,,,,,,,,
2013-04-26,11.63,49.0,67.0,34.0,,,,,,,,,
2013-04-27,6.71,57.0,68.0,43.0,,,,,,,,,
2013-04-28,5.82,58.0,65.0,49.0,1.0,,,,,,,,
2013-04-29,12.08,60.0,74.0,47.0,1.0,,,,,,,,
2013-04-30,17.22,70.0,85.0,61.0,,,,,,,,,
2013-05-01,9.62,74.0,84.0,56.0,,,,,,,,,
2013-05-02,15.43,54.0,55.0,42.0,1.0,,,,,,,,
2013-05-03,11.41,44.0,48.0,40.0,1.0,,,,,,,,
2013-05-04,6.93,55.0,71.0,48.0,,,,,,,,,
2013-05-05,9.4,58.0,69.0,48.0,,,,,,,,,
2013-05-06,8.05,60.0,71.0,50.0,,,,,,,,,
2013-05-07,5.82,61.0,75.0,48.0,,,,,,,,,
2013-05-08,5.14,65.0,79.0,48.0,,,,,,,,,
2013-05-09,5.82,64.0,75.0,46.0,,,,,,,,,
2013-05-10,10.07,47.0,47.0,44.0,1.0,,,,,,,,
2013-05-11,12.75,50.0,60.0,43.0,,,,,,,,,
2013-05-12,11.18,46.0,55.0,37.0,,,,,,,,,
2013-05-13,5.82,48.0,64.0,36.0,,,,,,,,,
2013-05-14,11.63,65.0,91.0,50.0,,,,,,,,,
2013-05-15,8.5,76.0,84.0,60.0,,,,,,,,,
2013-05-16,4.92,70.0,83.0,53.0,,,,,,,,,
2013-05-17,6.71,61.0,70.0,55.0,,,,,1.0,,,,
2013-05-18,6.49,66.0,80.0,56.0,,,,,,,,,
2013-05-19,7.61,72.0,86.0,58.0,,,,,,,,,
2013-05-20,13.65,80.0,89.0,65.0,,,,,,,,,
2013-05-21,12.08,73.0,81.0,64.0,,,,,,,,,
2013-05-22,7.38,69.0,73.0,52.0,,,,,,,,,
2013-05-23,14.76,54.0,54.0,42.0,1.0,,,,,,,,
2013-05-24,8.05,48.0,57.0,41.0,,,,,,,,,
2013-05-25,5.14,50.0,57.0,44.0,,,,,,,,,
2013-05-26,7.38,54.0,68.0,44.0,,,,,,,,,
2013-05-27,9.17,57.0,62.0,53.0,,,,,,,,,
2013-05-28,10.29,65.0,76.0,56.0,,,,,,,,,
2013-05-29,8.72,71.0,84.0,64.0,,,,,,,,,
2013-05-30,14.54,76.0,83.0,64.0,,,,,,,,,
2013-05-31,12.08,71.0,77.0,64.0,,,,,,,,,
2013-06-01,12.97,70.0,76.0,63.0,,,,,,,,,
2013-06-02,6.26,58.0,63.0,43.0,1.0,,,,,,,,
2013-06-03,4.92,54.0,68.0,43.0,,,,,,,,,
2013-06-04,6.04,60.0,72.0,50.0,,,,,,,,,
2013-06-05,8.28,62.0,73.0,54.0,,,,,,,,,
2013-06-06,9.17,58.0,64.0,52.0,,,,,,,,,
2013-06-07,9.84,58.0,68.0,52.0,,,,,,,,,
2013-06-08,5.37,62.0,74.0,49.0,,,,,,,,,
2013-06-09,8.95,67.0,80.0,55.0,,,,,,,,,
2013-06-10,4.25,71.0,76.0,60.0,,,,,,,,,
2013-06-11,4.47,70.0,83.0,60.0,1.0,,,,,,,,
2013-06-12,8.05,75.0,86.0,63.0,,,,,,,,,
2013-06-13,12.3,67.0,73.0,58.0,1.0,,,,,,,,
2013-06-14,7.83,64.0,78.0,56.0,,,,,,,,,
2013-06-15,7.61,67.0,80.0,58.0,,,,,,,,,
2013-06-16,9.17,76.0,86.0,69.0,,,,,,,,,
2013-06-17,8.05,77.0,88.0,59.0,,,,,1.0,,,,
2013-06-18,11.63,63.0,71.0,56.0,,,,,,,,,
2013-06-19,6.93,63.0,75.0,53.0,,,,,,,,,
2013-06-20,5.82,71.0,86.0,56.0,,,,,,,,,
2013-06-21,9.62,75.0,82.0,68.0,,,,,,,,,
2013-06-22,8.5,73.0,80.0,67.0,,,,,,,,,
2013-06-23,11.41,76.0,87.0,66.0,,,1.0,,,,,,
2013-06-24,10.07,76.0,89.0,67.0,,,,,,,,,
2013-06-25,6.93,73.0,85.0,67.0,,,1.0,,,,,,
2013-06-26,7.38,73.0,80.0,66.0,,,,,,,,,
2013-06-27,7.16,76.0,90.0,64.0,,,,,,,,,
2013-06-28,10.96,75.0,83.0,67.0,,,,,,,,,
2013-06-29,12.3,68.0,72.0,64.0,1.0,,,,,,,,
2013-06-30,13.87,68.0,77.0,62.0,,,,,,,,,
2013-07-01,12.3,68.0,75.0,59.0,,,,,,,,,
2013-07-02,11.18,65.0,68.0,60.0,,,,,,,,,
2013-07-03,5.37,64.0,72.0,59.0,,,,,,,,,
2013-07-04,5.14,69.0,83.0,56.0,,,,,,,,,
2013-07-05,4.92,74.0,86.0,60.0,1.0,,,,,,,,
2013-07-06,4.47,75.0,83.0,65.0,,,,,,,,,
2013-07-07,6.71,77.0,88.0,70.0,,,,,,,,,
2013-07-08,8.5,78.0,86.0,70.0,,,,,,,,,
2013-07-09,7.38,80.0,85.0,73.0,,,,,,,,,
2013-07-10,8.28,81.0,85.0,66.0,,,,,,,,,
2013-07-11,7.38,73.0,81.0,64.0,,,,,,,,,
2013-07-12,4.92,72.0,83.0,58.0,,,,,1.0,,,,
2013-07-13,7.61,74.0,84.0,62.0,,,,,,,,,
2013-07-14,7.61,78.0,88.0,72.0,,,,,,,,,
2013-07-15,5.14,80.0,89.0,71.0,,,,,,,,,
2013-07-16,6.71,81.0,92.0,73.0,,,,,,,,,
2013-07-17,6.93,85.0,94.0,76.0,,,,,,,,,
2013-07-18,8.05,85.0,95.0,77.0,,,,,,,,,
2013-07-19,14.09,86.0,96.0,71.0,,,,,,,,,
2013-07-20,7.61,80.0,89.0,71.0,,,1.0,,,,,,
2013-07-21,6.71,76.0,88.0,68.0,,,1.0,,,,,,
2013-07-22,7.38,76.0,87.0,71.0,,,1.0,,,,,,
2013-07-23,10.96,75.0,78.0,63.0,,,,,,,,,
2013-07-24,8.05,66.0,72.0,60.0,,,,,,,,,
2013-07-25,5.14,68.0,81.0,57.0,,,,,,,,,
2013-07-26,8.5,69.0,70.0,62.0,1.0,,,,,,,,
2013-07-27,10.51,62.0,65.0,55.0,,,,,,,,,
2013-07-28,9.17,60.0,69.0,54.0,,,,,,,,,
2013-07-29,6.93,65.0,76.0,57.0,,,,,,,,,
2013-07-30,4.7,66.0,74.0,57.0,,,,,,,,,
2013-07-31,4.47,68.0,75.0,62.0,,,,,,,,,
2013-08-01,7.83,70.0,81.0,61.0,,,,,,,,,
2013-08-02,8.28,72.0,84.0,62.0,,,,,,,,,
2013-08-03,6.71,74.0,81.0,64.0,,,,,,,,,
2013-08-04,7.83,69.0,75.0,60.0,,,,,,,,,
2013-08-05,7.61,66.0,75.0,58.0,,,,,,,,,
2013-08-06,8.05,72.0,83.0,67.0,1.0,,,,,,,,
2013-08-07,9.84,79.0,89.0,67.0,,,,,1.0,,,,
2013-08-08,9.4,72.0,78.0,65.0,,,,,1.0,,,,
2013-08-09,5.37,72.0,82.0,59.0,,,,,,,,,
2013-08-10,6.49,74.0,81.0,64.0,,,,,,,,,
2013-08-11,2.91,71.0,81.0,60.0,,,,,,,,,
2013-08-12,7.61,74.0,82.0,67.0,,,,,,,,,
2013-08-13,9.62,67.0,70.0,58.0,,,,,,,,,
2013-08-14,7.16,64.0,72.0,56.0,,,,,,,,,
2013-08-15,4.92,64.0,75.0,55.0,,,,,,,,,
2013-08-16,5.14,69.0,82.0,55.0,,,,,,,,,
2013-08-17,6.49,71.0,81.0,57.0,,,,,,,,,
2013-08-18,4.92,72.0,81.0,59.0,,,,,,,,,
2013-08-19,5.37,72.0,85.0,57.0,,,,,,,,,
2013-08-20,8.05,77.0,88.0,66.0,,,,,1.0,,,,
2013-08-21,8.95,79.0,90.0,68.0,,,,,,,,,
2013-08-22,6.93,75.0,78.0,68.0,1.0,,,,,,,,
2013-08-23,6.71,73.0,82.0,62.0,1.0,,,,,,,,
2013-08-24,6.04,73.0,86.0,60.0,,,,,,,,,
2013-08-25,9.62,77.0,89.0,65.0,,,,,,,,,
2013-08-26,9.4,80.0,92.0,70.0,,,,,,,,,
2013-08-27,12.08,84.0,96.0,77.0,,,,,,,,,
2013-08-28,9.4,81.0,83.0,71.0,,,,,,,,,
2013-08-29,4.7,77.0,89.0,66.0,,,,,,,,,
2013-08-30,8.28,80.0,96.0,67.0,,,,,,,,,
2013-08-31,7.16,73.0,78.0,71.0,,,1.0,,,,,,
2013-09-01,5.14,74.0,85.0,65.0,,,,,,,,,
2013-09-02,9.17,72.0,79.0,60.0,,,,,,,,,
2013-09-03,5.82,66.0,77.0,57.0,,,,,,,,,
2013-09-04,6.93,69.0,84.0,59.0,,,,,,,,,
2013-09-05,9.17,71.0,74.0,59.0,,,,,,,,,
2013-09-06,6.04,69.0,86.0,57.0,,,,,,,,,
2013-09-07,6.93,76.0,88.0,65.0,,,,,,,,,
2013-09-08,11.86,75.0,77.0,71.0,,,,,,,,,
2013-09-09,10.07,78.0,94.0,68.0,,,,,,,,,
2013-09-10,12.53,87.0,95.0,77.0,,,,,,,,,
2013-09-11,7.61,83.0,91.0,75.0,,,,,,,,,
2013-09-12,9.4,75.0,82.0,62.0,,,,,,,,,
2013-09-13,11.41,62.0,67.0,52.0,,,,,,,,,
2013-09-14,5.82,59.0,72.0,47.0,,,,,,,,,
2013-09-15,5.37,59.0,62.0,56.0,1.0,,,,,,,,
2013-09-16,10.74,59.0,64.0,51.0,,,,,,,,,
2013-09-17,7.61,59.0,71.0,49.0,,,,,,,,,
2013-09-18,8.95,68.0,81.0,60.0,,,,,,,,,
2013-09-19,10.51,73.0,84.0,69.0,,,,,,,,,
2013-09-20,10.96,73.0,76.0,58.0,,,,,,,,,
2013-09-21,10.07,60.0,67.0,52.0,,,,,,,,,
2013-09-22,7.61,57.0,67.0,49.0,,,,,,,,,
2013-09-23,6.04,58.0,67.0,46.0,,,,,,,,,
2013-09-24,8.05,60.0,70.0,49.0,,,,,,,,,
2013-09-25,5.82,62.0,70.0,51.0,,,,,,,,,
2013-09-26,4.25,63.0,75.0,50.0,,,,,,,,,
2013-09-27,7.38,66.0,81.0,52.0,,,,,,,,,
2013-09-28,12.75,68.0,84.0,55.0,1.0,,,,,,,,
2013-09-29,7.61,65.0,68.0,51.0,1.0,,,,,,,,
2013-09-30,6.26,60.0,74.0,47.0,,,,,,,,,
2013-10-01,12.3,67.0,79.0,62.0,1.0,,,,,,,,
2013-10-02,6.49,70.0,76.0,62.0,1.0,,,,,,,,
2013-10-03,7.83,68.0,78.0,60.0,,,,,,,,,
2013-10-04,6.26,69.0,74.0,65.0,1.0,,,,,,,,
2013-10-05,6.49,69.0,80.0,61.0,,,,,,,,,
2013-10-06,9.62,60.0,64.0,45.0,1.0,,,,,,,,
2013-10-07,8.95,53.0,68.0,45.0,,,,,,,,,
2013-10-08,5.59,58.0,75.0,43.0,,,,,,,,,
2013-10-09,4.7,60.0,71.0,48.0,,,,,,,,,
2013-10-10,3.8,61.0,74.0,46.0,1.0,,,,,,,,
2013-10-11,7.61,64.0,76.0,51.0,,,,,,,,,
2013-10-12,7.38,62.0,73.0,46.0,1.0,,,,,,,,
2013-10-13,6.71,55.0,64.0,44.0,,,,,,,,,
2013-10-14,8.5,54.0,62.0,42.0,,,,,,,,,
2013-10-15,10.51,57.0,64.0,49.0,1.0,,,,,,,,
2013-10-16,10.74,52.0,54.0,47.0,,,,,,,,,
2013-10-17,6.93,50.0,53.0,40.0,1.0,,,,,,,,
2013-10-18,8.72,45.0,50.0,39.0,,,,,,,,,
2013-10-19,9.17,47.0,54.0,42.0,,,,,,,,,
2013-10-20,6.04,47.0,61.0,36.0,,,,,,,,,
2013-10-21,11.41,50.0,55.0,33.0,,,,,,,,,
2013-10-22,6.04,36.0,42.0,29.0,,,,,,,,,
2013-10-23,10.07,38.0,46.0,32.0,,,,,,,,,
2013-10-24,10.96,39.0,44.0,31.0,,,,,,,,,
2013-10-25,11.63,38.0,51.0,29.0,,,,,,,,,
2013-10-26,14.32,47.0,55.0,37.0,,,,,,,,,
2013-10-27,6.71,42.0,54.0,29.0,,,,,,,,,
2013-10-28,9.4,45.0,53.0,35.0,,,,,,,,,
2013-10-29,7.61,47.0,57.0,42.0,,,,,,,,,
2013-10-30,7.61,52.0,63.0,43.0,,,,,,,,,
2013-10-31,11.41,61.0,64.0,46.0,1.0,,,,,,,,
2013-11-01,11.41,47.0,48.0,43.0,,,,,,,,,
2013-11-02,7.61,44.0,48.0,38.0,1.0,,,,,,,,
2013-11-03,7.38,42.0,53.0,33.0,,,,,,,,,
2013-11-04,14.09,48.0,58.0,42.0,,,,,,,,,
2013-11-05,10.74,53.0,55.0,50.0,1.0,,,,,,,,
2013-11-06,14.32,52.0,57.0,35.0,1.0,,,,,,,,
2013-11-07,9.17,38.0,44.0,30.0,,,,,,,,,
2013-11-08,9.4,37.0,48.0,28.0,,,,,,,,,
2013-11-09,18.34,49.0,58.0,41.0,,,,,,,,,
2013-11-10,9.62,43.0,49.0,35.0,,,,,,,,,
2013-11-11,12.75,42.0,47.0,25.0,1.0,,,,,,,,
2013-11-12,10.96,27.0,33.0,22.0,,,,,,,,,
2013-11-13,14.32,28.0,40.0,20.0,,,,,,,,,
2013-11-14,14.54,38.0,49.0,32.0,,,,,,,,,
2013-11-15,10.29,44.0,50.0,38.0,,,,,,,,,
2013-11-16,17.0,47.0,61.0,42.0,,,,,,,,,
2013-11-17,21.47,60.0,69.0,43.0,,,,,,,,,
2013-11-18,14.99,41.0,43.0,30.0,,,,,,,,,
2013-11-19,5.82,33.0,42.0,25.0,,,,,,,,,
2013-11-20,10.51,36.0,45.0,28.0,1.0,,,,,,,,
2013-11-21,4.92,44.0,51.0,41.0,1.0,,,,,,,,
2013-11-22,9.17,40.0,43.0,27.0,1.0,,,,,,,,
2013-11-23,14.76,25.0,26.0,15.0,,,,,,,,,
2013-11-24,9.62,18.0,27.0,11.0,,,,,,,,,
2013-11-25,12.53,26.0,31.0,22.0,1.0,,,,,,,,
2013-11-26,11.86,31.0,34.0,17.0,,,,,,,,,
2013-11-27,11.41,21.0,29.0,13.0,,,,,,,,,
2013-11-28,9.17,26.0,34.0,19.0,,,,,,,,,
2013-11-29,5.14,25.0,36.0,15.0,,,,,,,,,
2013-11-30,8.28,36.0,50.0,29.0,,,,,,,,,
2013-12-01,5.59,37.0,42.0,29.0,1.0,,,,,,,,
2013-12-02,7.38,36.0,44.0,29.0,,,,,,,,,
2013-12-03,7.61,41.0,50.0,37.0,1.0,,,,,,,,
2013-12-04,11.63,50.0,56.0,39.0,1.0,,,,,,,,
2013-12-05,14.32,35.0,39.0,21.0,,,,,,,,,
2013-12-06,9.62,20.0,21.0,13.0,,,,,,,,,
2013-12-07,6.93,14.0,21.0,8.0,,,,,,,,,
2013-12-08,8.72,19.0,26.0,15.0,1.0,,,,,,,,
2013-12-09,14.54,22.0,25.0,0.0,1.0,,,,,,,,
2013-12-10,13.65,9.0,21.0,-6.0,,,,,,,,,
2013-12-11,9.4,16.0,21.0,1.0,,,,,,,,,
2013-12-12,10.96,6.0,19.0,-3.0,,,,,,,,,
2013-12-13,6.04,21.0,32.0,13.0,1.0,,,,,,,,
2013-12-14,10.96,30.0,31.0,22.0,,,,,,,,,
2013-12-15,12.3,19.0,22.0,10.0,,,,,,,,,
2013-12-16,5.59,13.0,21.0,7.0,1.0,,,,,,,,
2013-12-17,13.42,22.0,33.0,16.0,1.0,,,,,,,,
2013-12-18,12.53,25.0,35.0,15.0,,,,,1.0,,,,
2013-12-19,6.93,35.0,39.0,33.0,,,,,,,,,
2013-12-20,9.4,35.0,36.0,33.0,1.0,,,,,,,,
2013-12-21,8.5,32.0,35.0,30.0,,,,,,,,,
2013-12-22,11.18,33.0,34.0,24.0,,,,,,,,,
2013-12-23,12.53,20.0,26.0,-1.0,1.0,,,,,,,,
2013-12-24,8.95,4.0,18.0,-2.0,,,,,1.0,,,,
2013-12-25,10.29,20.0,27.0,18.0,,,,,,,,,
2013-12-26,9.84,23.0,34.0,14.0,1.0,,,,,,,,
2013-12-27,9.62,33.0,41.0,21.0,,,,,,,,,
2013-12-28,12.75,40.0,50.0,33.0,,,,,,,,,
2013-12-29,11.63,35.0,40.0,11.0,,,,,,,,,
2013-12-30,7.38,10.0,13.0,1.0,,,,,,,,,
2013-12-31,8.05,8.0,12.0,2.0,,,,,,,,,
2014-01-01,11.41,16.0,22.0,10.0,,,,,,,,,
2014-01-02,12.75,19.0,21.0,-1.0,,,,,,,,,
2014-01-03,14.99,4.0,20.0,-12.0,,,,,,,,,
2014-01-04,14.32,24.0,31.0,19.0,,,,,,,,,
2014-01-05,16.78,21.0,29.0,-3.0,,,,,,,,,
2014-01-06,18.79,-8.0,-2.0,-16.0,,,,,1.0,,,,
2014-01-07,9.62,-7.0,3.0,-12.0,,,,,,,,,
2014-01-08,4.47,3.0,17.0,-6.0,,,,,,,,,
2014-01-09,5.59,8.0,27.0,-4.0,,,,,,,,,
2014-01-10,10.51,30.0,40.0,27.0,,,,,,,,,
2014-01-11,13.87,37.0,40.0,31.0,,,,,,,,,
2014-01-12,16.11,33.0,44.0,28.0,,,,,1.0,,,,
2014-01-13,10.96,41.0,45.0,27.0,,,,,,,,,
2014-01-14,15.21,30.0,35.0,22.0,,,,,,,,,
2014-01-15,11.86,20.0,22.0,15.0,,,,,,,,,
2014-01-16,16.33,25.0,34.0,19.0,,,,,1.0,,,,
2014-01-17,12.3,18.0,20.0,12.0,,,,,,,,,
2014-01-18,6.49,15.0,21.0,7.0,1.0,,,,,,,,
2014-01-19,14.09,19.0,37.0,10.0,,,,,,,,,
2014-01-20,11.63,33.0,35.0,13.0,,,,,,,,,
2014-01-21,14.09,10.0,13.0,0.0,,,,,,,,,
2014-01-22,12.3,6.0,15.0,0.0,,,,,,,,,
2014-01-23,14.32,3.0,10.0,-5.0,,,,,,,,,
2014-01-24,20.13,5.0,28.0,-6.0,,,,,,,,,
2014-01-25,17.9,23.0,33.0,7.0,,,,,,,,,
2014-01-26,16.11,15.0,31.0,6.0,,,,,,,,,
2014-01-27,16.11,5.0,6.0,-7.0,,,,,,,,,
2014-01-28,11.86,-5.0,3.0,-11.0,,,,,,,,,
2014-01-29,12.97,8.0,23.0,1.0,,,,,,,,,
2014-01-30,18.12,24.0,33.0,20.0,,,,,1.0,,,,
2014-01-31,5.59,24.0,28.0,17.0,,,,,,,,,
2014-02-01,6.93,25.0,31.0,20.0,,,,,,,,,
2014-02-02,7.83,19.0,21.0,-1.0,,,,,,,,,
2014-02-03,3.8,8.0,21.0,-6.0,,,,,,,,,
2014-02-04,6.93,15.0,24.0,7.0,,,,,,,,,
2014-02-05,13.2,23.0,25.0,9.0,,,,,,,,,
2014-02-06,12.3,7.0,14.0,-2.0,,,,,,,,,
2014-02-07,10.51,2.0,11.0,-4.0,,,,,1.0,,,,
2014-02-08,4.92,10.0,16.0,5.0,,,,,1.0,,,,
2014-02-09,9.4,14.0,19.0,4.0,,,,,,,,,
2014-02-10,8.95,6.0,12.0,-3.0,,,,,,,,,
2014-02-11,5.82,4.0,14.0,-8.0,,,,,,,,,
2014-02-12,6.49,8.0,24.0,-5.0,,,,,,,,,
2014-02-13,11.41,22.0,32.0,10.0,,,,,1.0,,,,
2014-02-14,9.84,20.0,22.0,12.0,,,,,,,,,
2014-02-15,7.38,15.0,24.0,3.0,,,,,,,,,
2014-02-16,10.51,20.0,29.0,17.0,,,,,1.0,,,,
2014-02-17,14.54,24.0,28.0,23.0,,,,,,,,,
2014-02-18,12.3,31.0,46.0,16.0,,,,,,,,,
2014-02-19,7.38,38.0,44.0,30.0,,,,,,,,,
2014-02-20,13.87,36.0,49.0,34.0,,,,,,,,,
2014-02-21,23.26,34.0,37.0,26.0,,,,,,,,,
2014-02-22,11.63,28.0,35.0,21.0,,,,,,,,,
2014-02-23,12.75,23.0,28.0,15.0,,,,,,,,,
2014-02-24,12.3,18.0,25.0,12.0,,,,,,,,,
2014-02-25,12.97,18.0,22.0,6.0,,,,,,,,,
2014-02-26,15.43,8.0,18.0,1.0,,,,,,,,,
2014-02-27,11.86,11.0,18.0,4.0,,,,,1.0,,,,
2014-02-28,9.17,12.0,30.0,3.0,,,,,,,,,
2014-03-01,9.4,25.0,31.0,11.0,,,,,,,,,
2014-03-02,11.18,11.0,14.0,1.0,,,,,,,,,
2014-03-03,4.92,7.0,19.0,-2.0,,,,,,,,,
2014-03-04,6.04,16.0,27.0,12.0,,,,,,,,,
2014-03-05,12.08,21.0,23.0,19.0,,,,,1.0,,,,
2014-03-06,6.71,22.0,33.0,16.0,,,,,,,,,
2014-03-07,7.61,29.0,47.0,13.0,,,,,,,,,
2014-03-08,10.51,33.0,38.0,21.0,,,,,,,,,
2014-03-09,12.3,27.0,42.0,19.0,,,,,1.0,,,,
2014-03-10,11.41,44.0,53.0,40.0,,,,,,,,,
2014-03-11,9.17,44.0,50.0,34.0,1.0,,,,,,,,
2014-03-12,15.21,31.0,34.0,14.0,,,,,,,,,
2014-03-13,10.74,22.0,39.0,11.0,,,,,,,,,
2014-03-14,17.9,43.0,53.0,37.0,,,,,,,,,
2014-03-15,10.29,37.0,40.0,27.0,,,,,,,,,
2014-03-16,17.9,24.0,27.0,19.0,,,,,,,,,
